Ticker,Razão Social,CNPJ,Nome Pregão,Segmento,Cotas emitidas,Descrição,Link de Acesso,Público alvo,Segmento ANBIMA,Número de cotistas,Tipo de gestão,Prazo de duração,Tipo ANBIMA,Administrador,CNPJ Administrador,Telefone Administrador,Email Administrador,Site Administrador,Data de constituição do fundo,Valor inicial da cota (IPO),Registro na CVM
FISC11,FDO INV IMOB SC 401,12.804.013/0001-00,FII SC 401,Lajes Corporativas,1.699.996,,https://www.fundsexplorer.com.br/funds/FISC11,Investidores em Geral,Lajes Corporativas,155,Ativa,Indeterminado,Renda,BR-CAPITAL DTVM S.A.,44.077.014/0001-89,(11) 5508-3500,fundos@brcapital.com.br,www.brcapital.com.br,,,
FISD11,São Domingos,16.543.270/0001-89,São Domingos,Papéis,1.072.588,"FISD11: São Domingos        


FISD11 – Um
FII De CRI Qualificado


FISD11 é um fundo imobiliário do tipo papel. Seus
investimento são destinados principalmente em ativos de títulos e valores
mobiliários.

Fundos com o perfil do
 FISD11
 investem de forma
predominante em títulos de dívida imobiliária e outros valores mobiliários.
Dentre os títulos permitidos, os mais comuns são os certificados de
recebíveis imobiliários (CRIs).

O 
FII
São Domingos 
é um fundo de investimento imobiliário do tipo ANBIMA títulos
e valores mobiliários gestão ativa de segmento títulos e valores mobiliários. É
constituído sob a forma de condomínio fechado, com prazo de duração de 8 anos
contados da data da primeira integralização de cotas, sendo regido por seu
regulamento e pelas disposições legais que lhe forem aplicáveis.


Características
do fundo FISD11


O 
Fundo
Imobiliário São Domingos 
foi constituído em julho de 2012, destinado a
investidores qualificados e tem por objeto principal o investimento em
ações, debêntures, bônus de subscrição ou outros títulos e valores mobiliários
conversíveis ou permutáveis em ações de companhias fechadas.

Pode ser também cotas de
sociedades limitadas, que tenham por objetivo específico, ou invistam em
empresas que tenham por objetivo específico, o desenvolvimento, a incorporação,
o investimento ou o financiamento de empreendimentos ou loteamentos
imobiliários residenciais, comerciais ou mistos destinados à venda.

Em adição, pode ainda investir
em quaisquer outros valores mobiliários, desde que se trate de emissores cujas
atividades preponderantes sejam permitidas a Fiis, e ainda em direitos reais
sobre imóveis, Certificados de Recebíveis Imobiliários, Letras Hipotecárias e
Letras de Crédito Imobiliário.

O fundo é administrado por FOCO
DTVM Ltda., instituição financeira com sede em São Paulo.

As
cotas do 
FII São Domingos
 são negociadas com o código (ticker) 
FISD11
 no
mercado de bolsa da B3 - Brasil, Bolsa e Balcão.

Sua taxa de administração é de 1,50% ao ano sobre patrimônio
líquido com mínimo de R$ 17.500,00 mensais corrigido pelo IGPM. Gestão e
consultoria: Incluídos na taxa de administração. Performance: 20% sobre
rendimento que exceder IPCA+8% ao ano.

A política
de distribuição de 
rendimentos do FISD11 
deve distribuir a
seus cotistas, no mínimo, 95% dos resultados auferidos, apurados segundo o
regime de caixa.

Os rendimentos auferidos no semestre serão distribuídos aos
cotistas e pagos mensalmente, até o 20º dia útil do mês subsequente ao do
recebimento dos recursos.

O
objetivo do fundo e sua política de investimento somente poderão ser alterados
por deliberação da assembleia geral, observadas as regras estabelecidas em seu
regulamento.


FII São
Domingos – FISD11


As aplicações realizadas no fundo
não contam com garantia do Administrador ou do Fundo Garantidor de Crédito, não
podendo o administrador ser responsabilizado por eventuais depreciações dos
ativos que compõem a carteira do fundo.

Portanto, é recomendado a leitura cuidadosa do prospecto e
do regulamento do fundo de investimento pelo investidor ao aplicar seus
recursos.

Para conferir outros dados e indicadores do 
FISD11
,
continue navegando em nosso site. Temos todas as informações necessárias
disponíveis aqui.",https://www.fundsexplorer.com.br/funds/FISD11,Investidor Qualificado e Profissional,Títulos e Valores Mobiliários,23,Ativa,Indeterminado,Títulos e Valores Mobiliários,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,42.066.258/0001-30,21 3500-450021 3500-4514,controladoria.fundos@rjicv.com.br,www.rjicv.com.br,21/05/2014,,
FIVN11,Vida Nova,17.854.016/0001-64,Vida Nova,Shoppings,9.412.630,"FIVN11: Vida Nova        

        Público-alvo:
As Cotas objeto da 1ª (primeira) Distribuição serão subscritas e integralizadas única e exclusivamente por Cotistas Cooperados e por Cotistas Não Cooperados, titulares de Direitos Imobiliários, os quais serão cedidos ao Fundo em contrapartida pela integralização de Cotas, nos termos dos respectivos Boletins de Subscrição, sendo que o número de Cotas a que cada Cotista fará jus será equivalente à sua participação no Empreendimento. Posteriormente, investidores em geral, pessoas físicas e jurídicas, investidores institucionais, residentes e domiciliadas no Brasil ou no exterior, bem como fundos de investimento, com objetivo de investimento de longo prazo, poderão adquirir Cotas do Fundo no mercado secundário.
Patrimônio do Fundo:
Conforme referido no capítulo III do Regulamento, o Fundo tem por objeto a valorização e rentabilização das Cotas pela participação, desenvolvimento e exploração do Empreendimento, inclusive por meio de expansões.
Forma de Condomínio: O Fundo é um fundo de investimento imobiliário constituído sob a forma de condomínio fechado, o que implica que o resgate das Cotas somente se dará na hipótese de liquidação do Fundo.
Prazo:
O Fundo tem prazo de duração indeterminado, sendo que a dissolução e liquidação dar-se-á exclusivamente nas hipóteses previstas na regulamentação aplicável ou por meio de deliberação da Assembleia Geral de Cotistas, respeitado o quórum estabelecido para tanto.",https://www.fundsexplorer.com.br/funds/FIVN11,Investidores em Geral,Shoppings,3.667,Passiva,Indeterminado,Renda,OLIVEIRA TRUST DTVM S.A.,36.113.876/0001-91,(21) 3514-0000,ger2.fundos@oliveiratrust.com.br,www.oliveiratrust.com.br,01/07/2014,,
FIXX11,,,,Indefinido,,"FIXX11: FII FATORFIX        


FIXX11 – FII
FOFs Fundo De Fundos Com Segmento Títulos E Valores Mobiliários


FIXX11 é
um fundo imobiliário do tipo papel FOF – Fundo de fundos. Seus investimentos
são destinados preferencialmente na aquisição de cotas de outros fundos imobiliários.

Fundo
de fundos como o 
FIXX11
 possuem o perfil de ser bem
diversificado. Investindo em FOFs o portfólio do fundo vai se dividir em uma
variedade de fundos imobiliários distintos.

O 
FII Fator IFIX
 é um
fundo de investimento imobiliário do tipo ANBIMA títulos e valores mobiliários gestão
ativa de segmento títulos e valores mobiliários. É constituído sob a forma de
condomínio fechado, com prazo de duração indeterminado, sendo regido por seu
regulamento e pelas disposições legais que lhe forem aplicáveis.


Características do fundo FIXX11


O 
Fundo Imobiliário 
Fator IFIX 
foi
constituído em março de 2013 e tem como objetivo investir preponderantemente,
em cotas de fundos de investimento imobiliário (“Cotas de FII”), bem como
certificados de recebíveis imobiliários (“CRI”), letras de crédito imobiliário
(“LCI”) e letras hipotecárias (“LH”).

O FIXX11 tem
como público alvo investidores em geral, sejam eles pessoas físicas ou
jurídicas, fundos de investimento, entidades abertas ou fechadas de previdência
complementar, regimes próprios de previdência social, ou quaisquer outros
veículos de investimento, com sede no Brasil ou no exterior.

O fundo é
administrado pelo BANCO FATOR S.A., instituição financeira devidamente
credenciado para administrar recursos de terceiros.

As cotas do 
FII
Fator IFIX
 são negociadas com o código
(ticker) 
FIXX11
 no mercado de bolsa da B3 - Brasil, Bolsa e
Balcão.

Sua taxa de administração é de 0,40% ao ano sobre valor de mercado com mínimo de R$ 25.000,00 mensais corrigido pelo IGPM-FGV. Performance: 20% sobre
rendimento que exceder variação do IFIX.

A política de distribuição
de 
rendimentos do FIXX11 
deve distribuir a seus cotistas, no
mínimo, 95% dos resultados auferidos, apurados segundo o regime de caixa.

Os resultados
auferidos serão distribuídos aos cotistas, mensalmente, sempre no 15º dia de
cada mês subsequente ao mês de auferimento, a título de antecipação do
resultado do semestre a ser distribuído.


FII
Fator IFIX - FIXX11


As aplicações realizadas no fundo
não contam com garantia do Administrador ou do Fundo Garantidor de Crédito, não
podendo o administrador ser responsabilizado por eventuais depreciações dos
ativos que compõem a carteira do fundo.

Portanto, é recomendado a leitura cuidadosa do prospecto e
do regulamento do fundo de investimento pelo investidor ao aplicar seus
recursos.

Para conferir outros dados e indicadores do 
FIXX11
,
continue navegando em nosso site. Temos todas as informações necessárias
disponíveis aqui.",https://www.fundsexplorer.com.br/funds/FIXX11,,,,,,,,,,,,,,
FLCI11,,,,Indefinido,,,https://www.fundsexplorer.com.br/funds/FLCI11,,,,,,,,,,,,,,
FLCR11,FARIA LIMA CAPITAL RECEB. IMOB. I,33.884.145/0001-51,FII FL RECEB,Papéis,633.604,,https://www.fundsexplorer.com.br/funds/FLCR11,Investidores em Geral,Títulos e Valores Mobiliários,3.240,Ativa,Indeterminado,Títulos e Valores Mobiliários,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13.486.793/0001-42,(11) 3509-0600,infolegal@apexgroup.com,www.brltrust.com.br,,,
FLEM11,051 AGRO FAZENDAS II FDO DE INV FIAGRO IMOBILIÁRIO,48.565.175/0001-72,FIAGRO FLEM,Indefinido,2.925.000,,https://www.fundsexplorer.com.br/funds/FLEM11,Investidor Profissional,Outros,14,Ativa,Indeterminado,Híbrido,XP INVESTIMENTOS CCTVM S.A.,02.332.886/0001-04,(11) 3027-2237,adm.fundos.estruturados@xpi.com.br,www.xpi.com.br,,,
FLFL11,VBI TR FARIA LIMA 4440 FII,50.808.042/0001-21,FII FL4440,Fundo de Desenvolvimento,3.454.262,,https://www.fundsexplorer.com.br/funds/FLFL11,Investidor Qualificado,Híbrido,1,Ativa,Indeterminado,Desenvolvimento para Venda,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,22.610.500/0001-88,11 3030-7177,fundos@vortx.com.br,www.vortx.com.br,,,
FLMA11,Continental Square Faria Lima,04.141.645/0001-03,Continental Square Faria Lima,Lajes Corporativas,1.380.670,"FLMA11: Continental Square Faria Lima        


FLMA11 – Um
FII De Lajes Corporativas 


FLMA11 é um fundo imobiliário do tipo tijolo. Seus
investimentos são direcionados em propriedades comercias do segmento
escritórios.

Fundos de tijolo como o 
FLMA11 
possuem essa
característica pelo motivo de obterem imóveis físicos, podendo o fundo
rentabilizar através da compra ou construção para gerar aluguéis ou também
ganhar com a venda dos imóveis.

O 
Continental Square Faria Lima 
é um fundo de
investimento imobiliário do tipo ANBIMA renda gestão ativa de segmento híbrido.
É constituído sob a forma de condomínio fechado, com prazo de duração
indeterminado, sendo regido por seu regulamento e pelas disposições legais que
lhe forem aplicáveis.


Características
do fundo FLMA11


O 
Fundo Imobiliário
 
Continental Square Faria Lima 
foi
constituído em novembro de 2000 e tem por objetivo a aplicação em investimentos
de natureza imobiliária, para ganho de capital e obtenção de renda, por meio da
aquisição de qualquer ativo alvo.

O 
FLMA11
 tem feito a exploração, mediante
arrendamento e/ou locação, de parte das unidades imobiliárias do empreendimento
CONTINENTAL SQUARE FARIA LIMA, construído sob o regime de incorporação.

Seus recursos serão aplicados sob a gestão da
administradora, segundo uma política de investimentos definida de forma a
proporcionar aos cotistas uma remuneração para o investimento realizado.

O fundo também terá por política básica, realizar
investimentos de longo prazo de natureza imobiliária com o objetivo de auferir
receitas por meio desses ativos.

É administrado pelo BR Capital DTVM S.A., que tem amplos e
gerais poderes para administrar e gerir o fundo.

As cotas do 
Continental Square
Faria Lima 
são negociadas com o código (ticker) 
FLMA11
 no mercado de
bolsa da B3 - Brasil, Bolsa e Balcão.

Sua taxa de administração é de 2%
do resultado a ser distribuído aos cotistas com mínimo de R$ 5.000,00 mensais.

A política
de distribuição de 
rendimentos do FLMA11 
deve distribuir a seus
cotistas, no mínimo, 95% dos resultados auferidos, apurados segundo o regime de
caixa.

O fundo distribuirá rendimentos
aos cotistas, mensalmente.

A remuneração corresponderá a uma
participação no Resultado Operacional Disponível (Rodi) auferido pelo fundo,
sendo o valor atribuído a cada cota, apurado no último dia útil de cada mês e
pago até o 15º dia útil do mês subsequente.

Define-se como Resultado
Operacional Disponível – Rodi do fundo como sendo a soma das receitas de
qualquer ordem provenientes da exploração econômica dos imóveis objeto do
fundo.


FII Continental Square Faria Lima – FLMA11


As
aplicações realizadas no fundo não contam com garantia do Administrador ou do
Fundo Garantidor de Crédito, não podendo o administrador ser responsabilizado
por eventuais depreciações dos ativos que compõem a carteira do fundo.

Portanto, é recomendado a leitura
cuidadosa do prospecto e do regulamento do fundo de investimento pelo
investidor ao aplicar seus recursos.

Para conferir outros dados e
indicadores do 
FLMA11
, continue navegando em nosso site. Temos todas as
informações necessárias disponíveis aqui.",https://www.fundsexplorer.com.br/funds/FLMA11,Investidores em Geral,Híbrido,13.756,Ativa,Indeterminado,Renda,BR-CAPITAL DTVM S.A.,44.077.014/0001-89,(11) 5508-3500,fundos@brcapital.com.br,www.brcapital.com.br,29/08/2000,,
FLNR11,FII FLNR,41.820.693/0001-46,FII FLNR,Fundo de Fundos,125.834,,https://www.fundsexplorer.com.br/funds/FLNR11,Investidor Profissional,Híbrido,125,Passiva,Indeterminado,Desenvolvimento para Renda,PLANNER CORRETORA DE VALORES SA,00.806.535/0001-54,(11) 2172-26000800 179 444(11) 2172-2667,inforegulatorio@planner.com.br,www.planner.com.br,,,
FLRP11,Floripa Shopping,10.375.382/0001-91,Floripa Shopping,Shoppings,72.000,"FLRP11: Floripa Shopping        


FLRP11 –
Um FII Mono Ativo Gestão Passiva De Shopping Center


FLRP11
é um fundo imobiliário do tipo tijolo. Seus investimentos são destinados
majoritariamente em empreendimentos de shoppings.

Fundos
de tijolo como 
FLRP11
 possuem essa característica pelo motivo
de obterem imóveis físicos, podendo o fundo rentabilizar através da compra ou
construção para gerar aluguéis ou também ganhar com a venda dos imóveis.

O 
FII Floripa Shopping
 é
um fundo de investimento imobiliário do tipo ANBIMA renda gestão passiva de
segmento shoppings. É constituído sob a forma de condomínio fechado, com prazo
de duração indeterminado, sendo regido por seu regulamento e pelas disposições
legais que lhe forem aplicáveis.


Características
do fundo FLRP11


O 
Fundo
Imobiliário 
Floripa Shopping 
foi constituído em setembro de
2009 tendo como objeto exclusivo a aquisição, para exploração comercial por
meio de locação ou arrendamento, do empreendimento imobiliário Florianópolis
Shopping Center.

O FLORIANÓPOLIS SHOPPING CENTER
é objeto de um condomínio edilício, que prevê sua divisão em 7 unidades
autônomas e independentes, de forma que a fração ideal do fundo passará a ser
detida com relação à cada uma das unidades autônomas.

O fundo é administrado pela BTG
Pactual Serviços Financeiros S.A. DTVM, instituição financeira com sede na
cidade do Rio de Janeiro.

A administradora tem amplos e
gerais poderes para administrar o 
FLRP11
 e gerir o seu patrimônio,
podendo realizar todas as operações, praticar todos os atos que se relacionarem
com seu objetivo.

Os recursos serão aplicados, sob
a gestão da administradora, segundo uma política de investimentos de forma a
proporcionar ao cotista a remuneração para o investimento realizado.

A política de investimentos a
ser adotada consistirá na aplicação de recursos na aquisição de fração ideal do
FLORIANÓPOLIS SHOPPING CENTER, explorando o imóvel por meio de locação,
arrendamento, não sendo objetivo direto e primordial obter ganhos de capital
com a compra e venda de fração ideal no curto prazo.

As cotas do 
FII
Floripa Shopping
 são negociadas com o código
(ticker) 
FLRP11
 no mercado de bolsa da B3 - Brasil, Bolsa e
Balcão.

Sua taxa de administração é
de 9,0% ao mês sobre a receita do fundo com mínimo de R$ 44.000,00
mensais corrigido pelo IGPM.

A política
de distribuição de 
rendimentos do FLRP11 
deve distribuir a
seus cotistas, no mínimo, 95% dos resultados auferidos, apurados segundo o
regime de caixa.

Os rendimentos auferidos no semestre serão distribuídos aos
cotistas, mensalmente, sempre no dia 20, ou no primeiro dia útil seguinte, do
mês subsequente ao do recebimento dos recursos, a título de antecipação dos
rendimentos a serem distribuídos.


FII
Floripa Shopping – FLRP11


As aplicações realizadas no fundo
não contam com garantia do Administrador ou do Fundo Garantidor de Crédito, não
podendo o administrador ser responsabilizado por eventuais depreciações dos
ativos que compõem a carteira do fundo.

Portanto, é recomendado a leitura cuidadosa do prospecto e
do regulamento do fundo de investimento pelo investidor ao aplicar seus
recursos.

Para conferir outros dados e indicadores do 
FLRP11
,
continue navegando em nosso site. Temos todas as informações necessárias
disponíveis aqui.",https://www.fundsexplorer.com.br/funds/FLRP11,Investidores em Geral,Shoppings,806,Passiva,Indeterminado,Renda,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,07.253.654/0001-76,(11) 5412-5400,dtvm@hedgeinvest.com.br,www.hedgeinvest.com.br,21/09/2009,,
FLRP11B,,,,Indefinido,,"FLRP11B: FII FLORIPA        

        FII Floripa Shopping tem por objeto a aquisição de 38% do empreendimento imobiliário designado ""FLORIANÓPOLIS SHOPPING CENTER"", integralmente finalizado e operacional, para exploração comercial por meio de locação ou arrendamento, situado na Rodovia Virgílio Várzea, nº 587, área 2, no Saco Grande, distrito de Santo Antônio de Lisboa, Município de Florianópolis, Estado de Santa Catarina.",https://www.fundsexplorer.com.br/funds/FLRP11B,,,,,,,,,,,,,,
FMOF11,Memorial Office,01.633.741/0001-72,Memorial Office,Lajes Corporativas,508.008,"FMOF11: Memorial Office        


FMOF11 – Um
FII Mono Ativo Gestão Passiva De Escritórios Comerciais


FMOF11
é um fundo imobiliário do tipo tijolo. Seus investimentos são destinados
principalmente para propriedades comercias de lajes corporativas.

Fundos de tijolo como o 
FMOF11 
são assim
chamados por representarem os imóveis físicos (tangíveis) propriamente ditos.
Esse modelo de FII tem o objetivo de comprar ou construir fundos para alugar e
gerar uma renda mensal.

O 
FII Memorial Office
 é
um fundo de investimento imobiliário do tipo ANBIMA renda gestão passiva do
segmento lajes corporativas. É constituído sob a forma de condomínio fechado,
com prazo de duração indeterminado, regido pelas disposições legais e
regulamentares que lhe forem aplicáveis.


Características do fundo FMOF11


O 
Fundo Imobiliário 
Memorial
Office 
foi constituído em dezembro de 1996 tendo como objetivo captar
recursos junto ao público investidor para incorporar o Edifício Memorial Office
o qual foi locado para fins comerciais depois de concluída a construção.

De acordo com seu regulamento de operações, tem como
objetivo específico a locação das unidades do Edifício Memorial Office para
fins comerciais.

O fundo é administrado pela COIN DTVM Ltda., sociedade
devidamente autorizada pela CVM para o exercício profissional de administração
de carteira de títulos e valores mobiliários.

As cotas do 
FII
Memorial Office
 são negociadas com o código
(ticker) 
FMOF11
 no mercado de bolsa da B3 - Brasil, Bolsa e
Balcão.

Sua taxa de administração é
de 5% da receita bruta auferida. Gestão: incluída na taxa de
administração.

OBS.: Remuneração de terceiros contratados pelo
administrador limitada a 0,05% ao ano sobre patrimônio líquido do fundo.

A política de distribuição
de 
rendimentos do FMOF11
 deve distribuir a seus cotistas, no mínimo,
95% dos resultados auferidos, apurados segundo o regime de caixa.

A distribuição dos rendimentos
líquidos será realizada após o efetivo recebimento da receita que faz parte do
patrimônio do fundo, subtraídas todas a despesas e encargos que incidirem no
mês de competência.


FII
Memorial Office - FMOF11


As aplicações realizadas no fundo não contam com garantia
do Administrador ou do Fundo Garantidor de Crédito, não podendo o administrador
ser responsabilizado por eventuais depreciações dos ativos que compõem a
carteira do fundo.

Portanto, é recomendado a leitura cuidadosa do prospecto e
do regulamento do fundo de investimento pelo investidor ao aplicar seus
recursos.

Para conferir outros dados e indicadores do 
FMOF11
,
continue navegando em nosso site. Temos todas as informações necessárias
disponíveis aqui.",https://www.fundsexplorer.com.br/funds/FMOF11,Investidores em Geral,Lajes Corporativas,255,Passiva,Indeterminado,Renda,COINVALORES CCVM LTDA,00.336.036/0001-40,(11)3035-4143(11)3035-4141,admfundoimobiliario@coinvalores.com.br,www.coinvalores.com.br,18/03/1997,,
FOEF11,,,,,,,https://www.fundsexplorer.com.br/funds/FOEF11,,,,,,,,,,,,,,
FOFT11,Hedge TOP FOFII 2,16.875.388/0001-04,Hedge TOP FOFII 2,Fundo de Fundos,1.196.040,"FOFT11: FII CSHGFOFT        


FOFT11 –
Um FII FOF De Gestão Ativa


FOFT11 é um fundo imobiliário do tipo papel FOF – Fundo de
fundos. Seus investimentos são destinados a aplicações em outros FIIs.

Fundos de fundos como o 
FOFT11 
são
reconhecidos pelo fato de aplicarem seus recursos em cotas de outros fundos
imobiliários.

O 
FII HEDGE TOP FOFII 2 
é um fundo de
investimento imobiliário do tipo ANBIMA títulos e valores mobiliários gestão
ativa do segmento de títulos e valores mobiliários. É constituído sob a forma
de condomínio fechado, com prazo de duração indeterminado, sendo regido por seu
regulamento e pelas disposições legais que lhe forem aplicáveis.


Características do fundo FOFT11


O 
Fundo Imobiliário Hedge Top FOFII 2 
foi
constituído em maio de 2013 e tem como objetivo obter a participação em
empreendimentos imobiliários visando atender os critérios do seu regulamento.

Poderá se dar por meio da aquisição dos seguintes
ativos ativos-alvo: Cotas de outros fundos de investimentos imobiliário, Letras
hipotecárias, Letras de crédito imobiliário e Certificados de recebíveis
imobiliários.

Dentre os
ativos-alvo, o 
FOFT11
 deverá buscar investir parcela preponderante de
seus recursos em FIIs.

Seus recursos
serão aplicados pela administradora, e a gestão da carteira de títulos e
valores mobiliários será conduzida em atendimento aos objetivos do fundo, nos
termos do seu regulamento.

O FOFT11 terá
por política de investimentos buscar proporcionar ao cotista obtenção de renda
pelo investimento em ativos-alvo de longo prazo.

É
administrado pela Hedge Investments DTVM Ltda., instituição com sede na cidade
de São Paulo.

As cotas do 
FII
 
HEDGE TOP FOFII 2 
são
negociadas com o código (ticker) 
FOFT11
 no mercado de bolsa da
B3 - Brasil, Bolsa e Balcão.

Sua taxa de administração é de 0,80% ao ano sobre o
patrimônio líquido ou valor de mercado do fundo se o fundo fizer parte
de índice de mercado (IFIX) com mínimo de R$ 12.000,00 mensais corrigidos pelo
IGPM, acrescido de taxa específica de R$3.500,00. (Taxa de gestão inclusa)

A política de distribuição de 
rendimentos do
FOFT11 
deve distribuir a seus cotistas, no mínimo, 95% dos resultados
auferidos, apurados segundo o regime de caixa.

Os
rendimentos auferidos serão distribuídos aos cotistas, mensalmente, sempre no
10º dia útil do mês subsequente ao do recebimento dos recursos, a título de
antecipação dos rendimentos do semestre a serem distribuídos.


FII HEDGE TOP FOFII 2 - FOFT11


As aplicações realizadas no fundo não contam com garantia
do Administrador ou do Fundo Garantidor de Crédito, não podendo o administrador
ser responsabilizado por eventuais depreciações dos ativos que compõem a
carteira do fundo.

Portanto, é recomendado a leitura cuidadosa do prospecto e
do regulamento do fundo de investimento pelo investidor ao aplicar seus
recursos.

Para conferir outros dados e indicadores do 
FOFT11
,
continue navegando em nosso site. Temos todas as informações necessárias
disponíveis aqui.",https://www.fundsexplorer.com.br/funds/FOFT11,Investidores em Geral,Títulos e Valores Mobiliários,3.846,Ativa,Indeterminado,Títulos e Valores Mobiliários,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,07.253.654/0001-76,(11) 5412-5400,dtvm@hedgeinvest.com.br,www.hedgeinvest.com.br,10/05/2013,,
FPAB11,Projeto Água Branca,03.251.720/0001-18,Projeto Água Branca,Lajes Corporativas,750.000,"FPAB11: Projeto Água Branca        


FPAB11 – Um
FII Gestão Passiva De Lajes Corporativas


FPAB11 é um fundo imobiliário do tipo tijolo. Seus
investimentos são direcionados em propriedades comercias do segmento
escritórios.

Fundos de tijolo como o 
FPAB11 
possuem
essa característica pelo motivo de obterem imóveis físicos, podendo o fundo
rentabilizar através da compra ou construção para gerar aluguéis ou também
ganhar com a venda dos imóveis.

O
 FII Projeto Água Branca
 é um fundo de investimento imobiliário do tipo ANBIMA renda
gestão passiva de segmento lajes corporativas. É constituído sob a forma de
condomínio fechado, com prazo de duração indeterminado, sendo regido por seu
regulamento e pelas disposições legais que lhe forem aplicáveis.


Características do fundo FPAB11


O 
Fundo Imobiliário 
Projeto Água
Branca
 foi constituído em maio de 1998 e tem como objetivo captar recursos
com o público investidor para incorporar os Edifícios New York e Los Angeles,
cujas obras foram concluídas em 2001 e estão sendo locados para fins
comerciais.

O conjunto de
recursos administrados pela administradora serão aplicados no empreendimento
imobiliário, distribuindo-se após a implantação do mesmo, aos cotistas,
proporcionalmente a sua participação, os resultados de seus investimentos.

O fundo é
administrado pelo COIN DTVM.

As cotas do 
FII
Projeto Água Branca
 são negociadas com o código
(ticker) 
FPAB11
 no mercado de bolsa da B3 - Brasil, Bolsa e
Balcão.

Sua taxa de administração é de 5% da receita bruta auferida. Gestão: incluída na taxa de administração.

OBS.: Remuneração de terceiros contratados pelo
administrador limitada a 0,02% ao ano sobre patrimônio líquido do fundo.

A política
de distribuição de 
rendimentos do FPAB11 
deve distribuir a
seus cotistas, no mínimo, 95% dos resultados auferidos, apurados segundo o
regime de caixa.

A distribuição dos resultados líquidos será realizada após o
efetivo recebimento do aluguel pela locação dos ativos, subtraídas todas as
despesas e encargos que incidirem no mês de competência.

O pagamento é efetivado mensalmente, no 10º dia útil de cada
mês.


FII
Projeto Água Branca - FPAB11


As aplicações realizadas no fundo
não contam com garantia do Administrador ou do Fundo Garantidor de Crédito, não
podendo o administrador ser responsabilizado por eventuais depreciações dos
ativos que compõem a carteira do fundo.

Portanto, é recomendado a leitura cuidadosa do prospecto e
do regulamento do fundo de investimento pelo investidor ao aplicar seus
recursos.

Para conferir outros dados e indicadores do 
FPAB11
,
continue navegando em nosso site. Temos todas as informações necessárias
disponíveis aqui.",https://www.fundsexplorer.com.br/funds/FPAB11,Investidores em Geral,Lajes Corporativas,830,Passiva,Indeterminado,Renda,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59.281.253/0001-23,55 11 3383-3102,ri.fundoslistados@btgpactual.com,www.btgpactual.com,30/06/1999,,
FPNG11,Pedra Negra Renda Imobiliária,17.161.979/0001-82,Pedra Negra Renda Imobiliária,Lajes Corporativas,2.329.292,"FPNG11: Pedra Negra Renda Imobiliária        

        Poderão constar do patrimônio do FUNDO (“Ativos Alvo”):
I. prédios e imóveis em geral destinados à atividade comercial, mesmo que em fase de construção;
II. centros comerciais, inclusive shopping centers, lojas, power centers e outlets;
III. salas comerciais;
IV. vagas de garagem;
V. imóveis residenciais;
VI. imóveis em geral, inclusive residenciais, destinado s à ampliação de centros comerciais;
VII. direitos reais sobre imóveis;
VIII. desde que a emissão ou negociação tenha sido objeto de registro ou de autorização pela CVM, ações, debêntures, bônus de subscrição, seus cupons, direitos, recibos de subscrição e certificados de desdobramentos, certificados de depósito de valores mobiliários, cédulas de debêntures, quotas de fundos de investimento, notas promissórias, e quaisquer outros valores mobiliários, desde que se trate de emissores cujas atividades preponderantes sejam permitidas aos fundos de investimento imobiliários;
IX. ações ou quotas de sociedades cujo único propósito se enquadre entre as atividades permitidas aos fundos de investimento imobiliários;
X. quotas de fundos de investimento em participações (FIP) que tenham como política de investimento, exclusivamente, atividades permitidas aos fundos de investimento imobiliários ou de fundos de investimento em ações que sejam setoriais e que invistam exclusivamente em construção civil ou no mercado imobiliário;
XI. certificados de potencial adicional de construção emitidos com base na Instrução CVM nº 401, de 29 de dezembro de 2003, conforme alterada;
XII. quotas de outros fundos de investimento imobiliários;
XIII. certificados de recebíveis imobiliários e quotas de fundos de investimento em direitos creditórios (FIDC) que tenham como política de investimento, exclusivamente, atividades permitidas aos fundos de investimento imobiliários e desde que sua emissão ou negociação tenha sido registrada na CVM;
XIV. letras hipotecárias;
XV. letras de crédito imobiliário;
XVI. a partir de 1º de fevereiro de 2016, nos termos da Instrução CVM nº 571, de 25 de novembro de 2015, letras imobiliárias garantidas;
XVII. observado o disposto no Regulamento, quotas de fundos de renda fixa e/ou títulos de renda fixa, adquiridos com a parcela do patrimônio do FUNDO que não estiver aplicada em imóveis, conforme estabelecido na legislação aplicável em vigor.",https://www.fundsexplorer.com.br/funds/FPNG11,Investidores em Geral,Lajes Corporativas,108,Ativa,Indeterminado,Renda,BR-CAPITAL DTVM S.A.,44.077.014/0001-89,(11) 5508-3500,fundos@brcapital.com.br,www.brcapital.com.br,25/10/2012,,
FPOR11,PORTO SUDESTE ROYALTIES - FIP-IE,20.082.573/0001-19,FIP PORT SUD,Indefinido,,,https://www.fundsexplorer.com.br/funds/FPOR11,,,,,,,,,,,,,,
