Ticker,Descrição,Valor
DVLP11,Montante final no FUNDO,N/A
DVLP11,Rendimento (ISENTO DE IR) no FUNDO,N/A
DVLP11,Valorização patrimonial no fundo,N/A
DVLP11,DVLP11 X POUPANÇA,N/A
EDFO11B,Aplicação em 12 meses,"R$ 50.000,00"
EDFO11B,Montante final na POUPANÇA,"R$ 53.000,00"
EDFO11B,Montante final no FUNDO,"R$ 63.558,25"
EDFO11B,Rendimento (ISENTO DE IR) no FUNDO,"R$ 4.605,17"
EDFO11B,Valorização patrimonial no fundo,"R$ 58.953,08"
EDFO11B,EDFO11B X POUPANÇA,"19,92%"
EDGA11,Aplicação em 12 meses,"R$ 50.000,00"
EDGA11,Montante final na POUPANÇA,"R$ 53.000,00"
EDGA11,Montante final no FUNDO,"R$ 46.186,60"
EDGA11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 2.545,23"
EDGA11,Valorização patrimonial no fundo,"R$ 43.641,37"
EDGA11,EDGA11 X POUPANÇA,"-12,86%"
EDGA11B,Aplicação em 12 meses,"R$ 50.000,00"
EDGA11B,Montante final na POUPANÇA,N/A
EDGA11B,Montante final no FUNDO,N/A
EDGA11B,Rendimento (ISENTO DE IR) no FUNDO,N/A
EDGA11B,Valorização patrimonial no fundo,N/A
EDGA11B,EDGA11B X POUPANÇA,N/A
EDGE11,Aplicação em 12 meses,"R$ 50.000,00"
EDGE11,Montante final na POUPANÇA,N/A
EDGE11,Montante final no FUNDO,N/A
EDGE11,Rendimento (ISENTO DE IR) no FUNDO,N/A
EDGE11,Valorização patrimonial no fundo,N/A
EDGE11,EDGE11 X POUPANÇA,N/A
EGAF11,Aplicação em 12 meses,"R$ 50.000,00"
EGAF11,Montante final na POUPANÇA,"R$ 53.000,00"
EGAF11,Montante final no FUNDO,"R$ 54.731,42"
EGAF11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 7.895,99"
EGAF11,Valorização patrimonial no fundo,"R$ 46.835,43"
EGAF11,EGAF11 X POUPANÇA,"3,27%"
EGDB11,Aplicação em 12 meses,"R$ 50.000,00"
EGDB11,Montante final na POUPANÇA,"R$ 53.000,00"
EGDB11,Montante final no FUNDO,N/A
EGDB11,Rendimento (ISENTO DE IR) no FUNDO,N/A
EGDB11,Valorização patrimonial no fundo,"R$ 50.462,37"
EGDB11,EGDB11 X POUPANÇA,N/A
EGYR11,Aplicação em 12 meses,"R$ 50.000,00"
EGYR11,Montante final na POUPANÇA,"R$ 53.000,00"
EGYR11,Montante final no FUNDO,N/A
EGYR11,Rendimento (ISENTO DE IR) no FUNDO,N/A
EGYR11,Valorização patrimonial no fundo,"R$ 24.941,92"
EGYR11,EGYR11 X POUPANÇA,N/A
ELDO11B,Aplicação em 12 meses,"R$ 50.000,00"
ELDO11B,Montante final na POUPANÇA,"R$ 53.000,00"
ELDO11B,Montante final no FUNDO,"R$ 58.157,50"
ELDO11B,Rendimento (ISENTO DE IR) no FUNDO,"R$ 8.157,50"
ELDO11B,Valorização patrimonial no fundo,"R$ 50.000,00"
ELDO11B,ELDO11B X POUPANÇA,"9,73%"
EMET11,Aplicação em 12 meses,"R$ 50.000,00"
EMET11,Montante final na POUPANÇA,N/A
EMET11,Montante final no FUNDO,N/A
EMET11,Rendimento (ISENTO DE IR) no FUNDO,N/A
EMET11,Valorização patrimonial no fundo,N/A
EMET11,EMET11 X POUPANÇA,N/A
ENDD11,Aplicação em 12 meses,"R$ 50.000,00"
ENDD11,Montante final na POUPANÇA,"R$ 53.000,00"
ENDD11,Montante final no FUNDO,N/A
ENDD11,Rendimento (ISENTO DE IR) no FUNDO,N/A
ENDD11,Valorização patrimonial no fundo,"R$ 59.056,59"
ENDD11,ENDD11 X POUPANÇA,N/A
EQIA11,Aplicação em 12 meses,"R$ 50.000,00"
EQIA11,Montante final na POUPANÇA,N/A
EQIA11,Montante final no FUNDO,N/A
EQIA11,Rendimento (ISENTO DE IR) no FUNDO,N/A
EQIA11,Valorização patrimonial no fundo,N/A
EQIA11,EQIA11 X POUPANÇA,N/A
EQIN11,Aplicação em 12 meses,"R$ 50.000,00"
EQIN11,Montante final na POUPANÇA,N/A
EQIN11,Montante final no FUNDO,N/A
EQIN11,Rendimento (ISENTO DE IR) no FUNDO,N/A
EQIN11,Valorização patrimonial no fundo,N/A
EQIN11,EQIN11 X POUPANÇA,N/A
EQIR11,Aplicação em 12 meses,"R$ 50.000,00"
EQIR11,Montante final na POUPANÇA,"R$ 53.000,00"
EQIR11,Montante final no FUNDO,"R$ 58.695,23"
EQIR11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 6.515,43"
EQIR11,Valorização patrimonial no fundo,"R$ 52.179,80"
EQIR11,EQIR11 X POUPANÇA,"10,75%"
ERCR11,Aplicação em 12 meses,"R$ 50.000,00"
ERCR11,Montante final na POUPANÇA,"R$ 53.000,00"
ERCR11,Montante final no FUNDO,"R$ 53.737,50"
ERCR11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 3.737,50"
ERCR11,Valorização patrimonial no fundo,"R$ 50.000,00"
ERCR11,ERCR11 X POUPANÇA,"1,39%"
ERPA11,Aplicação em 12 meses,"R$ 50.000,00"
ERPA11,Montante final na POUPANÇA,"R$ 53.000,00"
ERPA11,Montante final no FUNDO,"R$ 60.790,22"
ERPA11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 3.427,87"
ERPA11,Valorização patrimonial no fundo,"R$ 57.362,35"
ERPA11,ERPA11 X POUPANÇA,"14,70%"
ESTQ11,Aplicação em 12 meses,"R$ 50.000,00"
ESTQ11,Montante final na POUPANÇA,N/A
ESTQ11,Montante final no FUNDO,N/A
ESTQ11,Rendimento (ISENTO DE IR) no FUNDO,N/A
ESTQ11,Valorização patrimonial no fundo,N/A
ESTQ11,ESTQ11 X POUPANÇA,N/A
ESUD11,Aplicação em 12 meses,"R$ 50.000,00"
ESUD11,Montante final na POUPANÇA,N/A
ESUD11,Montante final no FUNDO,N/A
ESUD11,Rendimento (ISENTO DE IR) no FUNDO,N/A
ESUD11,Valorização patrimonial no fundo,N/A
ESUD11,ESUD11 X POUPANÇA,N/A
ESUT11,Aplicação em 12 meses,"R$ 50.000,00"
ESUT11,Montante final na POUPANÇA,"R$ 53.000,00"
ESUT11,Montante final no FUNDO,N/A
ESUT11,Rendimento (ISENTO DE IR) no FUNDO,N/A
ESUT11,Valorização patrimonial no fundo,"R$ 88.877,56"
ESUT11,ESUT11 X POUPANÇA,N/A
ESUU11,Aplicação em 12 meses,"R$ 50.000,00"
ESUU11,Montante final na POUPANÇA,"R$ 53.000,00"
ESUU11,Montante final no FUNDO,N/A
ESUU11,Rendimento (ISENTO DE IR) no FUNDO,N/A
ESUU11,Valorização patrimonial no fundo,"R$ 40.952,90"
ESUU11,ESUU11 X POUPANÇA,N/A
EURO11,Aplicação em 12 meses,"R$ 50.000,00"
EURO11,Montante final na POUPANÇA,"R$ 53.000,00"
EURO11,Montante final no FUNDO,"R$ 55.152,00"
EURO11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 4.602,24"
EURO11,Valorização patrimonial no fundo,"R$ 50.549,76"
EURO11,EURO11 X POUPANÇA,"4,06%"
EVBI11,Aplicação em 12 meses,"R$ 50.000,00"
EVBI11,Montante final na POUPANÇA,"R$ 53.000,00"
EVBI11,Montante final no FUNDO,"R$ 9.737,88"
EVBI11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 4.522,83"
EVBI11,Valorização patrimonial no fundo,"R$ 5.215,04"
EVBI11,EVBI11 X POUPANÇA,"-81,63%"
EXES11,Aplicação em 12 meses,"R$ 50.000,00"
EXES11,Montante final na POUPANÇA,"R$ 53.000,00"
EXES11,Montante final no FUNDO,"R$ 10.546,59"
EXES11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 5.369,31"
EXES11,Valorização patrimonial no fundo,"R$ 5.177,28"
EXES11,EXES11 X POUPANÇA,"-80,10%"
FAED11,Aplicação em 12 meses,"R$ 50.000,00"
FAED11,Montante final na POUPANÇA,"R$ 53.000,00"
FAED11,Montante final no FUNDO,"R$ 50.291,74"
FAED11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 6.073,18"
FAED11,Valorização patrimonial no fundo,"R$ 44.218,56"
FAED11,FAED11 X POUPANÇA,"-5,11%"
FAED11B,Aplicação em 12 meses,"R$ 50.000,00"
FAED11B,Montante final na POUPANÇA,N/A
FAED11B,Montante final no FUNDO,N/A
FAED11B,Rendimento (ISENTO DE IR) no FUNDO,N/A
FAED11B,Valorização patrimonial no fundo,N/A
FAED11B,FAED11B X POUPANÇA,N/A
FAGL11,Aplicação em 12 meses,"R$ 50.000,00"
FAGL11,Montante final na POUPANÇA,N/A
FAGL11,Montante final no FUNDO,N/A
FAGL11,Rendimento (ISENTO DE IR) no FUNDO,N/A
FAGL11,Valorização patrimonial no fundo,N/A
FAGL11,FAGL11 X POUPANÇA,N/A
FAMB11B,Aplicação em 12 meses,"R$ 50.000,00"
FAMB11B,Montante final na POUPANÇA,"R$ 53.000,00"
FAMB11B,Montante final no FUNDO,N/A
FAMB11B,Rendimento (ISENTO DE IR) no FUNDO,N/A
FAMB11B,Valorização patrimonial no fundo,"R$ 37.346,31"
FAMB11B,FAMB11B X POUPANÇA,N/A
FAOE11,Aplicação em 12 meses,"R$ 50.000,00"
FAOE11,Montante final na POUPANÇA,"R$ 53.000,00"
FAOE11,Montante final no FUNDO,"R$ 51.121,53"
FAOE11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 1.121,53"
FAOE11,Valorização patrimonial no fundo,"R$ 50.000,00"
FAOE11,FAOE11 X POUPANÇA,"-3,54%"
FARM11,Aplicação em 12 meses,"R$ 50.000,00"
FARM11,Montante final na POUPANÇA,N/A
FARM11,Montante final no FUNDO,N/A
FARM11,Rendimento (ISENTO DE IR) no FUNDO,N/A
FARM11,Valorização patrimonial no fundo,N/A
FARM11,FARM11 X POUPANÇA,N/A
FARU11,Aplicação em 12 meses,"R$ 50.000,00"
FARU11,Montante final na POUPANÇA,N/A
FARU11,Montante final no FUNDO,N/A
FARU11,Rendimento (ISENTO DE IR) no FUNDO,N/A
FARU11,Valorização patrimonial no fundo,N/A
FARU11,FARU11 X POUPANÇA,N/A
FATN11,Aplicação em 12 meses,"R$ 50.000,00"
FATN11,Montante final na POUPANÇA,"R$ 53.000,00"
FATN11,Montante final no FUNDO,"R$ 55.713,43"
FATN11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 5.538,60"
FATN11,Valorização patrimonial no fundo,"R$ 50.174,83"
FATN11,FATN11 X POUPANÇA,"5,12%"
FCAS11,Aplicação em 12 meses,"R$ 50.000,00"
FCAS11,Montante final na POUPANÇA,N/A
FCAS11,Montante final no FUNDO,N/A
FCAS11,Rendimento (ISENTO DE IR) no FUNDO,N/A
FCAS11,Valorização patrimonial no fundo,N/A
FCAS11,FCAS11 X POUPANÇA,N/A
FCFL11,Aplicação em 12 meses,"R$ 50.000,00"
FCFL11,Montante final na POUPANÇA,"R$ 53.000,00"
FCFL11,Montante final no FUNDO,"R$ 55.094,96"
FCFL11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 4.685,49"
FCFL11,Valorização patrimonial no fundo,"R$ 50.409,47"
FCFL11,FCFL11 X POUPANÇA,"3,95%"
FCFL11B,Aplicação em 12 meses,"R$ 50.000,00"
FCFL11B,Montante final na POUPANÇA,N/A
FCFL11B,Montante final no FUNDO,N/A
FCFL11B,Rendimento (ISENTO DE IR) no FUNDO,N/A
FCFL11B,Valorização patrimonial no fundo,N/A
FCFL11B,FCFL11B X POUPANÇA,N/A
FEXC11,Aplicação em 12 meses,"R$ 50.000,00"
FEXC11,Montante final na POUPANÇA,"R$ 53.000,00"
FEXC11,Montante final no FUNDO,N/A
FEXC11,Rendimento (ISENTO DE IR) no FUNDO,N/A
FEXC11,Valorização patrimonial no fundo,"R$ 49.400,80"
FEXC11,FEXC11 X POUPANÇA,N/A
FEXC11B,Aplicação em 12 meses,"R$ 50.000,00"
FEXC11B,Montante final na POUPANÇA,N/A
FEXC11B,Montante final no FUNDO,N/A
FEXC11B,Rendimento (ISENTO DE IR) no FUNDO,N/A
FEXC11B,Valorização patrimonial no fundo,N/A
FEXC11B,FEXC11B X POUPANÇA,N/A
FFCI11,Aplicação em 12 meses,"R$ 50.000,00"
FFCI11,Montante final na POUPANÇA,N/A
FFCI11,Montante final no FUNDO,N/A
FFCI11,Rendimento (ISENTO DE IR) no FUNDO,N/A
FFCI11,Valorização patrimonial no fundo,N/A
FFCI11,FFCI11 X POUPANÇA,N/A
FGAA11,Aplicação em 12 meses,"R$ 50.000,00"
FGAA11,Montante final na POUPANÇA,"R$ 53.000,00"
FGAA11,Montante final no FUNDO,"R$ 53.234,70"
FGAA11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 7.459,14"
FGAA11,Valorização patrimonial no fundo,"R$ 45.775,56"
FGAA11,FGAA11 X POUPANÇA,"0,44%"
FGPM11,Aplicação em 12 meses,"R$ 50.000,00"
FGPM11,Montante final na POUPANÇA,N/A
FGPM11,Montante final no FUNDO,N/A
FGPM11,Rendimento (ISENTO DE IR) no FUNDO,N/A
FGPM11,Valorização patrimonial no fundo,N/A
FGPM11,FGPM11 X POUPANÇA,N/A
FIGS11,Aplicação em 12 meses,"R$ 50.000,00"
FIGS11,Montante final na POUPANÇA,"R$ 53.000,00"
FIGS11,Montante final no FUNDO,"R$ 49.127,59"
FIGS11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 4.797,12"
FIGS11,Valorização patrimonial no fundo,"R$ 44.330,47"
FIGS11,FIGS11 X POUPANÇA,"-7,31%"
FIIB11,Aplicação em 12 meses,"R$ 50.000,00"
FIIB11,Montante final na POUPANÇA,"R$ 53.000,00"
FIIB11,Montante final no FUNDO,"R$ 54.859,14"
FIIB11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 4.199,30"
FIIB11,Valorização patrimonial no fundo,"R$ 50.659,84"
FIIB11,FIIB11 X POUPANÇA,"3,51%"
FIIP11B,Aplicação em 12 meses,"R$ 50.000,00"
FIIP11B,Montante final na POUPANÇA,"R$ 53.000,00"
FIIP11B,Montante final no FUNDO,"R$ 54.726,57"
FIIP11B,Rendimento (ISENTO DE IR) no FUNDO,"R$ 5.011,20"
FIIP11B,Valorização patrimonial no fundo,"R$ 49.715,37"
FIIP11B,FIIP11B X POUPANÇA,"3,26%"
FINF11,Aplicação em 12 meses,"R$ 50.000,00"
FINF11,Montante final na POUPANÇA,N/A
FINF11,Montante final no FUNDO,N/A
FINF11,Rendimento (ISENTO DE IR) no FUNDO,N/A
FINF11,Valorização patrimonial no fundo,N/A
FINF11,FINF11 X POUPANÇA,N/A
FISC11,Aplicação em 12 meses,"R$ 50.000,00"
FISC11,Montante final na POUPANÇA,"R$ 53.000,00"
FISC11,Montante final no FUNDO,"R$ 23.082,44"
FISC11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 3.715,18"
FISC11,Valorização patrimonial no fundo,"R$ 19.367,26"
FISC11,FISC11 X POUPANÇA,"-56,45%"
FISD11,Aplicação em 12 meses,"R$ 50.000,00"
FISD11,Montante final na POUPANÇA,"R$ 53.000,00"
FISD11,Montante final no FUNDO,N/A
FISD11,Rendimento (ISENTO DE IR) no FUNDO,N/A
FISD11,Valorização patrimonial no fundo,"R$ 50.000,00"
FISD11,FISD11 X POUPANÇA,N/A
FIVN11,Aplicação em 12 meses,"R$ 50.000,00"
FIVN11,Montante final na POUPANÇA,"R$ 53.000,00"
FIVN11,Montante final no FUNDO,N/A
FIVN11,Rendimento (ISENTO DE IR) no FUNDO,N/A
FIVN11,Valorização patrimonial no fundo,"R$ 36.180,09"
FIVN11,FIVN11 X POUPANÇA,N/A
FIXX11,Aplicação em 12 meses,"R$ 50.000,00"
FIXX11,Montante final na POUPANÇA,N/A
FIXX11,Montante final no FUNDO,N/A
FIXX11,Rendimento (ISENTO DE IR) no FUNDO,N/A
FIXX11,Valorização patrimonial no fundo,N/A
FIXX11,FIXX11 X POUPANÇA,N/A
FLCI11,Aplicação em 12 meses,"R$ 50.000,00"
FLCI11,Montante final na POUPANÇA,N/A
FLCI11,Montante final no FUNDO,N/A
FLCI11,Rendimento (ISENTO DE IR) no FUNDO,N/A
FLCI11,Valorização patrimonial no fundo,N/A
FLCI11,FLCI11 X POUPANÇA,N/A
FLCR11,Aplicação em 12 meses,"R$ 50.000,00"
FLCR11,Montante final na POUPANÇA,"R$ 53.000,00"
FLCR11,Montante final no FUNDO,"R$ 59.921,75"
FLCR11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 6.696,96"
FLCR11,Valorização patrimonial no fundo,"R$ 53.224,79"
FLCR11,FLCR11 X POUPANÇA,"13,06%"
FLEM11,Aplicação em 12 meses,"R$ 50.000,00"
FLEM11,Montante final na POUPANÇA,"R$ 53.000,00"
FLEM11,Montante final no FUNDO,N/A
FLEM11,Rendimento (ISENTO DE IR) no FUNDO,N/A
FLEM11,Valorização patrimonial no fundo,"R$ 50.000,00"
FLEM11,FLEM11 X POUPANÇA,N/A
FLFL11,Aplicação em 12 meses,"R$ 50.000,00"
FLFL11,Montante final na POUPANÇA,N/A
FLFL11,Montante final no FUNDO,N/A
FLFL11,Rendimento (ISENTO DE IR) no FUNDO,N/A
FLFL11,Valorização patrimonial no fundo,N/A
FLFL11,FLFL11 X POUPANÇA,N/A
FLMA11,Aplicação em 12 meses,"R$ 50.000,00"
FLMA11,Montante final na POUPANÇA,"R$ 53.000,00"
FLMA11,Montante final no FUNDO,"R$ 54.678,79"
FLMA11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 4.159,50"
FLMA11,Valorização patrimonial no fundo,"R$ 50.519,29"
FLMA11,FLMA11 X POUPANÇA,"3,17%"
FLNR11,Aplicação em 12 meses,"R$ 50.000,00"
FLNR11,Montante final na POUPANÇA,"R$ 53.000,00"
FLNR11,Montante final no FUNDO,N/A
FLNR11,Rendimento (ISENTO DE IR) no FUNDO,N/A
FLNR11,Valorização patrimonial no fundo,"R$ 50.000,00"
FLNR11,FLNR11 X POUPANÇA,N/A
FLRP11,Aplicação em 12 meses,"R$ 50.000,00"
FLRP11,Montante final na POUPANÇA,"R$ 53.000,00"
FLRP11,Montante final no FUNDO,"R$ 55.896,80"
FLRP11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 3.948,00"
FLRP11,Valorização patrimonial no fundo,"R$ 51.948,80"
FLRP11,FLRP11 X POUPANÇA,"5,47%"
FLRP11B,Aplicação em 12 meses,"R$ 50.000,00"
FLRP11B,Montante final na POUPANÇA,N/A
FLRP11B,Montante final no FUNDO,N/A
FLRP11B,Rendimento (ISENTO DE IR) no FUNDO,N/A
FLRP11B,Valorização patrimonial no fundo,N/A
FLRP11B,FLRP11B X POUPANÇA,N/A
FMOF11,Aplicação em 12 meses,"R$ 50.000,00"
FMOF11,Montante final na POUPANÇA,"R$ 53.000,00"
FMOF11,Montante final no FUNDO,"R$ 45.737,73"
FMOF11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 999,36"
FMOF11,Valorização patrimonial no fundo,"R$ 44.738,37"
FMOF11,FMOF11 X POUPANÇA,"-13,70%"
FOEF11,Aplicação em 12 meses,"R$ 50.000,00"
FOEF11,Montante final na POUPANÇA,N/A
FOEF11,Montante final no FUNDO,N/A
FOEF11,Rendimento (ISENTO DE IR) no FUNDO,N/A
FOEF11,Valorização patrimonial no fundo,N/A
FOEF11,FOEF11 X POUPANÇA,N/A
FOFT11,Aplicação em 12 meses,"R$ 50.000,00"
FOFT11,Montante final na POUPANÇA,"R$ 53.000,00"
FOFT11,Montante final no FUNDO,N/A
FOFT11,Rendimento (ISENTO DE IR) no FUNDO,N/A
FOFT11,Valorização patrimonial no fundo,"R$ 50.000,00"
FOFT11,FOFT11 X POUPANÇA,N/A
FPAB11,Aplicação em 12 meses,"R$ 50.000,00"
FPAB11,Montante final na POUPANÇA,"R$ 53.000,00"
FPAB11,Montante final no FUNDO,"R$ 65.054,58"
FPAB11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 2.371,81"
FPAB11,Valorização patrimonial no fundo,"R$ 62.682,77"
FPAB11,FPAB11 X POUPANÇA,"22,74%"
FPNG11,Aplicação em 12 meses,"R$ 50.000,00"
FPNG11,Montante final na POUPANÇA,"R$ 53.000,00"
FPNG11,Montante final no FUNDO,"R$ 117.057,50"
FPNG11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 792,50"
FPNG11,Valorização patrimonial no fundo,"R$ 116.265,00"
FPNG11,FPNG11 X POUPANÇA,"120,86%"
FPOR11,Aplicação em 12 meses,"R$ 50.000,00"
FPOR11,Montante final na POUPANÇA,"R$ 53.000,00"
FPOR11,Montante final no FUNDO,N/A
FPOR11,Rendimento (ISENTO DE IR) no FUNDO,N/A
FPOR11,Valorização patrimonial no fundo,"R$ 187.486,25"
FPOR11,FPOR11 X POUPANÇA,N/A
FRHY11,Aplicação em 12 meses,"R$ 50.000,00"
FRHY11,Montante final na POUPANÇA,N/A
FRHY11,Montante final no FUNDO,N/A
FRHY11,Rendimento (ISENTO DE IR) no FUNDO,N/A
FRHY11,Valorização patrimonial no fundo,N/A
FRHY11,FRHY11 X POUPANÇA,N/A
FTCE11B,Aplicação em 12 meses,"R$ 50.000,00"
FTCE11B,Montante final na POUPANÇA,"R$ 53.000,00"
FTCE11B,Montante final no FUNDO,"R$ 52.094,98"
FTCE11B,Rendimento (ISENTO DE IR) no FUNDO,"R$ 1.562,38"
FTCE11B,Valorização patrimonial no fundo,"R$ 50.532,60"
FTCE11B,FTCE11B X POUPANÇA,"-1,71%"
FTRE11,Aplicação em 12 meses,"R$ 50.000,00"
FTRE11,Montante final na POUPANÇA,N/A
FTRE11,Montante final no FUNDO,N/A
FTRE11,Rendimento (ISENTO DE IR) no FUNDO,N/A
FTRE11,Valorização patrimonial no fundo,N/A
FTRE11,FTRE11 X POUPANÇA,N/A
FVBI11,Aplicação em 12 meses,"R$ 50.000,00"
FVBI11,Montante final na POUPANÇA,"R$ 53.000,00"
FVBI11,Montante final no FUNDO,N/A
FVBI11,Rendimento (ISENTO DE IR) no FUNDO,N/A
FVBI11,Valorização patrimonial no fundo,"R$ 50.000,00"
FVBI11,FVBI11 X POUPANÇA,N/A
FVBI11B,Aplicação em 12 meses,"R$ 50.000,00"
FVBI11B,Montante final na POUPANÇA,N/A
FVBI11B,Montante final no FUNDO,N/A
FVBI11B,Rendimento (ISENTO DE IR) no FUNDO,N/A
FVBI11B,Valorização patrimonial no fundo,N/A
FVBI11B,FVBI11B X POUPANÇA,N/A
FVPQ11,Aplicação em 12 meses,"R$ 50.000,00"
FVPQ11,Montante final na POUPANÇA,"R$ 53.000,00"
FVPQ11,Montante final no FUNDO,"R$ 35.624,64"
FVPQ11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 6.806,71"
FVPQ11,Valorização patrimonial no fundo,"R$ 28.817,93"
FVPQ11,FVPQ11 X POUPANÇA,"-32,78%"
FZDA11,Aplicação em 12 meses,"R$ 50.000,00"
FZDA11,Montante final na POUPANÇA,"R$ 53.000,00"
FZDA11,Montante final no FUNDO,"R$ 51.121,57"
FZDA11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 432,78"
FZDA11,Valorização patrimonial no fundo,"R$ 50.688,78"
FZDA11,FZDA11 X POUPANÇA,"-3,54%"
FZDB11,Aplicação em 12 meses,"R$ 50.000,00"
FZDB11,Montante final na POUPANÇA,"R$ 53.000,00"
FZDB11,Montante final no FUNDO,"R$ 53.400,01"
FZDB11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 1.776,96"
FZDB11,Valorização patrimonial no fundo,"R$ 51.623,05"
FZDB11,FZDB11 X POUPANÇA,"0,75%"
GALG11,Aplicação em 12 meses,"R$ 50.000,00"
GALG11,Montante final na POUPANÇA,"R$ 53.000,00"
GALG11,Montante final no FUNDO,"R$ 58.188,37"
GALG11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 5.643,65"
GALG11,Valorização patrimonial no fundo,"R$ 52.544,72"
GALG11,GALG11 X POUPANÇA,"9,79%"
GAME11,Aplicação em 12 meses,"R$ 50.000,00"
GAME11,Montante final na POUPANÇA,"R$ 53.000,00"
GAME11,Montante final no FUNDO,"R$ 57.179,23"
GAME11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 6.174,32"
GAME11,Valorização patrimonial no fundo,"R$ 51.004,91"
GAME11,GAME11 X POUPANÇA,"7,89%"
GARE11,Aplicação em 12 meses,"R$ 50.000,00"
GARE11,Montante final na POUPANÇA,"R$ 53.000,00"
GARE11,Montante final no FUNDO,"R$ 55.454,06"
GARE11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 5.619,05"
GARE11,Valorização patrimonial no fundo,"R$ 49.835,01"
GARE11,GARE11 X POUPANÇA,"4,63%"
GCFF11,Aplicação em 12 meses,"R$ 50.000,00"
GCFF11,Montante final na POUPANÇA,"R$ 53.000,00"
GCFF11,Montante final no FUNDO,"R$ 50.610,70"
GCFF11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 540,75"
GCFF11,Valorização patrimonial no fundo,"R$ 50.069,95"
GCFF11,GCFF11 X POUPANÇA,"-4,51%"
GCOI11,Aplicação em 12 meses,"R$ 50.000,00"
GCOI11,Montante final na POUPANÇA,"R$ 53.000,00"
GCOI11,Montante final no FUNDO,"R$ 50.406,96"
GCOI11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 406,96"
GCOI11,Valorização patrimonial no fundo,"R$ 50.000,00"
GCOI11,GCOI11 X POUPANÇA,"-4,89%"
GCRA11,Aplicação em 12 meses,"R$ 50.000,00"
GCRA11,Montante final na POUPANÇA,"R$ 53.000,00"
GCRA11,Montante final no FUNDO,"R$ 42.253,78"
GCRA11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 9.087,54"
GCRA11,Valorização patrimonial no fundo,"R$ 33.166,24"
GCRA11,GCRA11 X POUPANÇA,"-20,28%"
GCRI11,Aplicação em 12 meses,"R$ 50.000,00"
GCRI11,Montante final na POUPANÇA,"R$ 53.000,00"
GCRI11,Montante final no FUNDO,"R$ 49.003,58"
GCRI11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 7.823,40"
GCRI11,Valorização patrimonial no fundo,"R$ 41.180,18"
GCRI11,GCRI11 X POUPANÇA,"-7,54%"
GESE11B,Aplicação em 12 meses,"R$ 50.000,00"
GESE11B,Montante final na POUPANÇA,"R$ 53.000,00"
GESE11B,Montante final no FUNDO,"R$ 89.180,43"
GESE11B,Rendimento (ISENTO DE IR) no FUNDO,"R$ 39.180,43"
GESE11B,Valorização patrimonial no fundo,"R$ 50.000,00"
GESE11B,GESE11B X POUPANÇA,"68,26%"
GGRC11,Aplicação em 12 meses,"R$ 50.000,00"
GGRC11,Montante final na POUPANÇA,"R$ 53.000,00"
GGRC11,Montante final no FUNDO,"R$ 52.226,21"
GGRC11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 5.041,11"
GGRC11,Valorização patrimonial no fundo,"R$ 47.185,10"
GGRC11,GGRC11 X POUPANÇA,"-1,46%"
GLOG11,Aplicação em 12 meses,"R$ 50.000,00"
GLOG11,Montante final na POUPANÇA,"R$ 53.000,00"
GLOG11,Montante final no FUNDO,"R$ 51.941,22"
GLOG11,Rendimento (ISENTO DE IR) no FUNDO,"R$ 5.308,74"
GLOG11,Valorização patrimonial no fundo,"R$ 46.632,48"
GLOG11,GLOG11 X POUPANÇA,"-2,00%"
GLPL11,Aplicação em 12 meses,"R$ 50.000,00"
GLPL11,Montante final na POUPANÇA,N/A
GLPL11,Montante final no FUNDO,N/A
GLPL11,Rendimento (ISENTO DE IR) no FUNDO,N/A
GLPL11,Valorização patrimonial no fundo,N/A
